1.261298889100838849e+01,1.388569915361350215e+00,9.995801038908377123e+00,5.126793368979163823e+00,1.232568074767376398e+00,3.093965001028735173e+00,1.033078832120578205e+01,3.571179895583012076e+00,7.794290008930918390e+00,1.895315310695736777e+00,1.094139843792474664e+01,9.969855331568819423e+00,8.764410088257925224e+00,7.626421469248232832e+00,9.783707454507197809e+00,9.476965073374381987e+00,1.197923145015205826e+01,6.783498832623188868e+00,5.350607533331388055e+00,9.057868074292976246e+00,9.708115511420158938e+00,6.789462473155909450e+00,1.024066222868940024e+01,6.235460487551510056e+00,5.678819453965007646e+00,5.678908336701859128e+00,1.015296566932459399e+01,3.019923901443275938e+00,8.630744216974195027e+00,9.262567629292682625e+00,8.888919040870849386e+00,1.136236657323198607e+01,9.023318341281996169e+00,1.188027408888553360e+01,1.134196308856204460e+01,1.025048685714790686e+01,8.063801672816149235e+00,9.004693206810403083e+00,4.160338875387095570e+00,7.341736556946854897e+00,9.159632665705377264e+00,9.497742765286902866e+00,1.038856582177506915e+01,7.548240628850632739e+00,8.296226010126744654e+00,9.251277943183870534e+00,8.643696598429331246e+00,5.723809000655937673e+00,3.693497326234103983e+00,1.400142579822091804e+01
2.310804683236207424e+01,1.322183809708611690e+01,6.574850939775261693e+00,1.726280136104919549e+01,1.335225029164874222e+01,1.383660325068685637e+01,2.131698099767000087e+01,1.153190107425183442e+01,1.830335760920819155e+01,1.058479332553263319e+01,3.863336743622225455e+00,2.092887181233447080e+01,7.617511825565740580e+00,1.888507198951985089e+01,2.169983342972803086e+01,1.826635913817176871e+01,2.209050503661195108e+01,5.752840184190271877e+00,1.728893301968152230e+01,2.119581845967826794e+01,1.113336588375055314e+01,5.396325580517832954e+00,2.131857152832139590e+01,1.836424062391457923e+01,7.174834453489667752e+00,9.344004133117230992e+00,2.227898268599770049e+01,1.105174627625217809e+01,1.483504440163244098e+01,2.899240786050686136e+00,1.973160897668910962e+01,2.065235787178347948e+01,2.095818582748109193e+01,2.266250088570581411e+01,3.079431240517599644e+00,2.196355976959481993e+01,5.064243719686616352e+00,1.710238577542864036e+01,1.629234273922014253e+01,5.117322128614225640e+00,3.168976380418571104e+00,2.136718237207080762e+01,3.543172240474277146e+00,8.478680558175435422e+00,4.987594551261047116e+00,1.370895061925210001e+01,1.834121352180569886e+01,1.231196201706378446e+01,8.652216567621099585e+00,2.449629294514261346e+01
1.750168091905085888e+01,9.996885785121479628e+00,5.381640724846179502e-01,1.414761127517481043e+01,1.069068888203777767e+01,1.237028101757917753e+01,1.613838105912617138e+01,7.048179572619572397e+00,1.309926167259222218e+01,8.980200749146053596e+00,3.203844853835875028e+00,1.576032801361490421e+01,1.024491371032311582e+00,1.412876845159797767e+01,1.909538036272332917e+01,1.226128299146142098e+01,1.634140251913788688e+01,4.062639949532345085e+00,1.344773580578642402e+01,1.773793813424581955e+01,4.250417290473509802e+00,5.010041126713074888e+00,1.620682091515288548e+01,1.494748930289704880e+01,4.213380002449522266e+00,4.239257672033917679e+00,1.861157614549449946e+01,7.015438304001640368e+00,8.428611435190177303e+00,5.909670958409384056e+00,1.458538162772449454e+01,1.463741024357919329e+01,1.833575343454417705e+01,1.725567975270769949e+01,8.839888630584511020e+00,1.740512782619433807e+01,7.846753568954921043e+00,1.097810540916809607e+01,1.307753315548850281e+01,6.834121824788313759e+00,6.481085318452038280e+00,1.706469015639832421e+01,8.516367572799937946e+00,2.419927081552756487e+00,2.826018170297589727e+00,7.029784301626206933e+00,1.270815752340779525e+01,6.693928425869936305e+00,6.160778088469290203e+00,1.881836570570333222e+01
1.184711591129791763e+01,1.401382380479931022e+00,1.149993258928552464e+01,3.623490709903683271e+00,3.545044962612223238e-01,2.329394031465741310e+00,9.460640389776136416e+00,4.627748876895570795e+00,7.230905803601256565e+00,3.165838306058393226e+00,1.250476853796364907e+01,9.122192563543034538e+00,1.022222903074809786e+01,6.747884390607922889e+00,8.218931688954743464e+00,9.353819641060855616e+00,1.135135081852778960e+01,8.347514811790588851e+00,4.154213315441471543e+00,7.567963435109789749e+00,1.087967540855975734e+01,8.330872370142865080e+00,9.337696797475645738e+00,4.788237763697518190e+00,7.236794032140618782e+00,7.049938839222110509e+00,8.692114944728306369e+00,4.251016799503538834e+00,9.186870521630135400e+00,1.076512425963565889e+01,8.130592629121769832e+00,1.099597540090939063e+01,7.458406456400858531e+00,1.103909615734477967e+01,1.271995503534712668e+01,9.068628507933240712e+00,9.414514974629241806e+00,9.099467292409626040e+00,2.731473284486056752e+00,8.771261966266550303e+00,1.063180608401348870e+01,8.242894936193541966e+00,1.175367476166571024e+01,8.958344978340029741e+00,9.859774087622353633e+00,1.006128179525692090e+01,8.309116792301786347e+00,6.591975670642137075e+00,5.258426133415357917e+00,1.320256528420640940e+01
2.252712384449210603e+01,1.232950675731758317e+01,6.831397854111106227e+00,1.628928843889363165e+01,1.237997050551669709e+01,1.271866505447859375e+01,2.064854752631295653e+01,1.089272511816539613e+01,1.766903537888304854e+01,9.551881610639416209e+00,4.353580206685837339e+00,2.026142073394425935e+01,7.648288730159559456e+00,1.815327273926193996e+01,2.062680932273343970e+01,1.783446629213921852e+01,2.155383053579294383e+01,5.146933196642819119e+00,1.641894154758238855e+01,2.023203830612338194e+01,1.119962720623741959e+01,4.594972092506256267e+00,2.063578494556364262e+01,1.741959301375462488e+01,6.570183538395661493e+00,8.925475612972707751e+00,2.133700517808004093e+01,1.035249497746979763e+01,1.457785314656141296e+01,1.965764048389164298e+00,1.907001154627068829e+01,2.020261320915910730e+01,1.989187092136054957e+01,2.203566327940778891e+01,2.017211577614986595e+00,2.116752387253225720e+01,3.804859052059443858e+00,1.671961304320788244e+01,1.534437725934729713e+01,3.978237821451156453e+00,2.043247812615336390e+00,2.053100356040588181e+01,2.292796782630088792e+00,8.317729709377779557e+00,4.747211051121293934e+00,1.358722758769330241e+01,1.780661262285755342e+01,1.187812275048407606e+01,7.831793071010526575e+00,2.392564557433832206e+01
7.777526268728609971e+00,3.718270177617068128e+00,1.137180324047157498e+01,4.859450242061821079e+00,4.672849943744187939e+00,7.038302057821551827e+00,5.746414928164048419e+00,4.080513377962953214e+00,2.854618315836025655e+00,6.835876116326745411e+00,1.329933974896198201e+01,5.360093220214213972e+00,9.830691124630366318e+00,3.341111070629660063e+00,9.472774750306014013e+00,4.596439513231721286e+00,7.008892341447129581e+00,9.839673513632916979e+00,3.240152812505383118e+00,7.360535457073528853e+00,8.844383916212647634e+00,1.031337116608365534e+01,5.732466541620267364e+00,4.982825266841381051e+00,8.422824258245160678e+00,6.697358571166285302e+00,8.018650888785726849e+00,4.551981985669102393e+00,5.386699736473183897e+00,1.294411219452866035e+01,4.175557940961221348e+00,6.320001046254397181e+00,8.795358777911781445e+00,7.176479228970190860e+00,1.553342102716188400e+01,6.581556401495917363e+00,1.245344508203565859e+01,4.481601868339773809e+00,4.068280860496678919e+00,1.151359982576043528e+01,1.303497654366043967e+01,6.235547931488834017e+00,1.465111241777198536e+01,8.420450542824200468e+00,1.088465587856898509e+01,6.844308517034946249e+00,3.602829800434899532e+00,4.326630164796372746e+00,7.152998197997458618e+00,9.186023387532442186e+00
1.715029507836561251e+01,7.226934402731356677e+00,4.777551697300086886e+00,1.137557307657146843e+01,7.515037928101921061e+00,8.551657907497363098e+00,1.527208124780350396e+01,5.511695653830005703e+00,1.228725187044728351e+01,5.069946024383315653e+00,4.781156410240986254e+00,1.488460344450718864e+01,4.339527085214243129e+00,1.280511397472312218e+01,1.604849818508179382e+01,1.256458812624811650e+01,1.619326624379998592e+01,5.704853574547076311e-01,1.124590802693105118e+01,1.526444976196529879e+01,7.343385106230567949e+00,8.883208928739214638e-01,1.526362217752114958e+01,1.241354340430915748e+01,1.273290593157510475e+00,3.845422112442590024e+00,1.630734544391167873e+01,4.980135331887768579e+00,9.619954265951372818e+00,3.437850377398846025e+00,1.369154754392376283e+01,1.490540687777630957e+01,1.529075571607791240e+01,1.665386855793123289e+01,6.281355190907717656e+00,1.587814176341932715e+01,3.919681697699810119e+00,1.151688775900873551e+01,1.036202990817290015e+01,2.772967801240311836e+00,3.631081500575072951e+00,1.529439268174233391e+01,5.546064649937851421e+00,4.090869271038451771e+00,2.214848377609098584e+00,8.979651250914004734e+00,1.245228198722019641e+01,6.664492440304492504e+00,2.626410854736806577e+00,1.855086604330178091e+01
1.268167702639533800e+01,2.521915380736693191e+00,7.984164723005930497e+00,6.734508235836966783e+00,3.187029050000764308e+00,5.216456406133741730e+00,1.062406376255342799e+01,1.737319559229409061e+00,7.757223124036682904e+00,2.695091556178137004e+00,9.207095578455625429e+00,1.024144302043093191e+01,6.681880271006318317e+00,8.054772079748296676e+00,1.161596162795208897e+01,8.741992466877208656e+00,1.185877092112357722e+01,5.251843553452324009e+00,6.415033920575110571e+00,1.052449035633160435e+01,7.593749559582103181e+00,5.535781054326283090e+00,1.058773677899976207e+01,7.673626711083728402e+00,3.949573857844856928e+00,3.535485483432509124e+00,1.152398206871101571e+01,9.999755202479601035e-01,7.076268345595217113e+00,8.153455900347660545e+00,9.071857557735979682e+00,1.088873535984435748e+01,1.085392965346823502e+01,1.208262402187923001e+01,1.063633296744617951e+01,1.105440032404078110e+01,7.547101943569683336e+00,8.003932311467469418e+00,5.679111227005925855e+00,6.606862800676398528e+00,8.187557752859021321e+00,1.045319594552628395e+01,9.744959310019584819e+00,5.424314389493506638e+00,6.594164362039947491e+00,7.410173223553814914e+00,8.236294907579576829e+00,3.935273739034863105e+00,2.288717701375504454e+00,1.409081362872264265e+01
1.099894874537172562e+01,2.356521878057568908e-01,1.050234065803473449e+01,4.153697632163219744e+00,1.331321418709593640e+00,3.862208623744769920e+00,8.727837225947729038e+00,3.236607629335950698e+00,6.186322292888315921e+00,3.493813282263951603e+00,1.179462554650067574e+01,8.364198050521773453e+00,9.131565582003949189e+00,6.031830946213451838e+00,9.076955458817270284e+00,8.001888580647991134e+00,1.036936014323175215e+01,7.790023681707597625e+00,3.937928527376102217e+00,7.944830464300324024e+00,9.466906900805776459e+00,7.964474266109383471e+00,8.643562273159972165e+00,5.091631073411645225e+00,6.528119698443297203e+00,5.869586398517555814e+00,8.965317130795286360e+00,3.023575023528083161e+00,7.626306232298089682e+00,1.052970227741631959e+01,7.276047256271154673e+00,9.801709768295371106e+00,8.317304078311087423e+00,1.027175520964513744e+01,1.278147063886330059e+01,8.760334740413211918e+00,9.543320342842784854e+00,7.643878263481979296e+00,3.093103384203666373e+00,8.747263315544419271e+00,1.048815060745669747e+01,8.064245209494028899e+00,1.184401216666618062e+01,7.801032501885241999e+00,9.176603099322040435e+00,8.513791949419976746e+00,7.085451346724030763e+00,5.072351614802280473e+00,4.723462752743185611e+00,1.238841968935224536e+01
1.620283633485182406e+01,5.915992888548442075e+00,5.898175222383233773e+00,1.002214204548941900e+01,6.141375830270289882e+00,7.164944006816600819e+00,1.422602405555727856e+01,4.612476857303172473e+00,1.129654532717329474e+01,3.679211574811833696e+00,6.170330416788730510e+00,1.384084015098024345e+01,5.174086686849446615e+00,1.168930114791554331e+01,1.465934821223111584e+01,1.185587377619904181e+01,1.530559629517664355e+01,1.944129404828135455e+00,9.977294385060666571e+00,1.392952318507667009e+01,7.715245072394345094e+00,1.915578203954822367e+00,1.420063592652609685e+01,1.108424273323171683e+01,1.461652877763686131e+00,3.677738734142541599e+00,1.499024721086960987e+01,3.970325807188557654e+00,9.266079283393356292e+00,4.513604142639373151e+00,1.265895417860364702e+01,1.414222757200928271e+01,1.390259331965049938e+01,1.565304527304889781e+01,7.072711099395802670e+00,1.469010747479599388e+01,4.213142604229568100e+00,1.090120972936491306e+01,9.022045581286299409e+00,3.137472330242484286e+00,4.555289680264017704e+00,1.406614384509184212e+01,6.228127682952334432e+00,4.559142741970718227e+00,3.567155841159418639e+00,8.890471560883746349e+00,1.159717563636381499e+01,6.135012001002813520e+00,1.353580179849176668e+00,1.761019362356432794e+01
